,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Source,Year,Mean
592,592,592,592,GISTEMP,1889-09,-0.24
593,593,593,593,gcag,1889-09,-0.3417
594,594,594,594,GISTEMP,1889-10,-0.26
595,595,595,595,gcag,1889-10,-0.37
596,596,596,596,GISTEMP,1889-11,-0.34
597,597,597,597,gcag,1889-11,-0.5064
598,598,598,598,GISTEMP,1889-12,-0.29
599,599,599,599,gcag,1889-12,-0.3443
600,600,600,600,GISTEMP,1890-01,-0.42
601,601,601,601,gcag,1890-01,-0.5339
602,602,602,602,GISTEMP,1890-02,-0.45
603,603,603,603,gcag,1890-02,-0.465
604,604,604,604,GISTEMP,1890-03,-0.4
605,605,605,605,gcag,1890-03,-0.6111
606,606,606,606,GISTEMP,1890-04,-0.3
607,607,607,607,gcag,1890-04,-0.4941
608,608,608,608,GISTEMP,1890-05,-0.4
609,609,609,609,gcag,1890-05,-0.5365
610,610,610,610,GISTEMP,1890-06,-0.25
611,611,611,611,gcag,1890-06,-0.4948
612,612,612,612,GISTEMP,1890-07,-0.28
613,613,613,613,gcag,1890-07,-0.4891
614,614,614,614,GISTEMP,1890-08,-0.39
615,615,615,615,gcag,1890-08,-0.467
616,616,616,616,GISTEMP,1890-09,-0.37
617,617,617,617,gcag,1890-09,-0.4822
618,618,618,618,GISTEMP,1890-10,-0.25
619,619,619,619,gcag,1890-10,-0.4392
620,620,620,620,GISTEMP,1890-11,-0.44
621,621,621,621,gcag,1890-11,-0.6701
622,622,622,622,GISTEMP,1890-12,-0.32
623,623,623,623,gcag,1890-12,-0.3993
624,624,624,624,GISTEMP,1891-01,-0.34
625,625,625,625,gcag,1891-01,-0.5802
626,626,626,626,GISTEMP,1891-02,-0.47
627,627,627,627,gcag,1891-02,-0.5976
628,628,628,628,GISTEMP,1891-03,-0.18
629,629,629,629,gcag,1891-03,-0.3625
630,630,630,630,GISTEMP,1891-04,-0.28
631,631,631,631,gcag,1891-04,-0.4481
632,632,632,632,GISTEMP,1891-05,-0.17
633,633,633,633,gcag,1891-05,-0.3462
634,634,634,634,GISTEMP,1891-06,-0.21
635,635,635,635,gcag,1891-06,-0.3751
636,636,636,636,GISTEMP,1891-07,-0.18
637,637,637,637,gcag,1891-07,-0.3997
638,638,638,638,GISTEMP,1891-08,-0.18
639,639,639,639,gcag,1891-08,-0.3549
640,640,640,640,GISTEMP,1891-09,-0.16
641,641,641,641,gcag,1891-09,-0.2567
642,642,642,642,GISTEMP,1891-10,-0.22
643,643,643,643,gcag,1891-10,-0.343
644,644,644,644,GISTEMP,1891-11,-0.32
645,645,645,645,gcag,1891-11,-0.5339
646,646,646,646,GISTEMP,1891-12,-0.04
647,647,647,647,gcag,1891-12,-0.218
648,648,648,648,GISTEMP,1892-01,-0.3
649,649,649,649,gcag,1892-01,-0.4648
650,650,650,650,GISTEMP,1892-02,-0.13
651,651,651,651,gcag,1892-02,-0.2897
652,652,652,652,GISTEMP,1892-03,-0.41
653,653,653,653,gcag,1892-03,-0.533
654,654,654,654,GISTEMP,1892-04,-0.34
655,655,655,655,gcag,1892-04,-0.5456
656,656,656,656,GISTEMP,1892-05,-0.24
657,657,657,657,gcag,1892-05,-0.4569
658,658,658,658,GISTEMP,1892-06,-0.22
659,659,659,659,gcag,1892-06,-0.4364
660,660,660,660,GISTEMP,1892-07,-0.32
661,661,661,661,gcag,1892-07,-0.5868
662,662,662,662,GISTEMP,1892-08,-0.27
663,663,663,663,gcag,1892-08,-0.5083
664,664,664,664,GISTEMP,1892-09,-0.17
665,665,665,665,gcag,1892-09,-0.3824
666,666,666,666,GISTEMP,1892-10,-0.14
667,667,667,667,gcag,1892-10,-0.4338
668,668,668,668,GISTEMP,1892-11,-0.43
669,669,669,669,gcag,1892-11,-0.6607
670,670,670,670,GISTEMP,1892-12,-0.39
671,671,671,671,gcag,1892-12,-0.7923
672,672,672,672,GISTEMP,1893-01,-0.82
673,673,673,673,gcag,1893-01,-1.0449
674,674,674,674,GISTEMP,1893-02,-0.57
675,675,675,675,gcag,1893-02,-0.845
676,676,676,676,GISTEMP,1893-03,-0.23
677,677,677,677,gcag,1893-03,-0.4268
678,678,678,678,GISTEMP,1893-04,-0.28
679,679,679,679,gcag,1893-04,-0.5148
680,680,680,680,GISTEMP,1893-05,-0.34
681,681,681,681,gcag,1893-05,-0.5721
682,682,682,682,GISTEMP,1893-06,-0.26
683,683,683,683,gcag,1893-06,-0.4423
684,684,684,684,GISTEMP,1893-07,-0.14
685,685,685,685,gcag,1893-07,-0.2438
686,686,686,686,GISTEMP,1893-08,-0.26
687,687,687,687,gcag,1893-08,-0.287
688,688,688,688,GISTEMP,1893-09,-0.23
689,689,689,689,gcag,1893-09,-0.3651
690,690,690,690,GISTEMP,1893-10,-0.19
691,691,691,691,gcag,1893-10,-0.3043
692,692,692,692,GISTEMP,1893-11,-0.19
693,693,693,693,gcag,1893-11,-0.4048
694,694,694,694,GISTEMP,1893-12,-0.32
695,695,695,695,gcag,1893-12,-0.4845
696,696,696,696,GISTEMP,1894-01,-0.53
697,697,697,697,gcag,1894-01,-0.6276
698,698,698,698,GISTEMP,1894-02,-0.3
699,699,699,699,gcag,1894-02,-0.4295
700,700,700,700,GISTEMP,1894-03,-0.24
701,701,701,701,gcag,1894-03,-0.5116
702,702,702,702,GISTEMP,1894-04,-0.45
703,703,703,703,gcag,1894-04,-0.5375
704,704,704,704,GISTEMP,1894-05,-0.31
705,705,705,705,gcag,1894-05,-0.5192
706,706,706,706,GISTEMP,1894-06,-0.41
707,707,707,707,gcag,1894-06,-0.5836
708,708,708,708,GISTEMP,1894-07,-0.24
709,709,709,709,gcag,1894-07,-0.3921
710,710,710,710,GISTEMP,1894-08,-0.24
711,711,711,711,gcag,1894-08,-0.3536
712,712,712,712,GISTEMP,1894-09,-0.28
713,713,713,713,gcag,1894-09,-0.4397
714,714,714,714,GISTEMP,1894-10,-0.24
715,715,715,715,gcag,1894-10,-0.399
716,716,716,716,GISTEMP,1894-11,-0.27
717,717,717,717,gcag,1894-11,-0.4601
718,718,718,718,GISTEMP,1894-12,-0.22
719,719,719,719,gcag,1894-12,-0.5517
720,720,720,720,GISTEMP,1895-01,-0.42
721,721,721,721,gcag,1895-01,-0.636
722,722,722,722,GISTEMP,1895-02,-0.44
723,723,723,723,gcag,1895-02,-0.6418
724,724,724,724,GISTEMP,1895-03,-0.34
725,725,725,725,gcag,1895-03,-0.6179
726,726,726,726,GISTEMP,1895-04,-0.23
727,727,727,727,gcag,1895-04,-0.4611
728,728,728,728,GISTEMP,1895-05,-0.28
729,729,729,729,gcag,1895-05,-0.4825
730,730,730,730,GISTEMP,1895-06,-0.22
731,731,731,731,gcag,1895-06,-0.4254
732,732,732,732,GISTEMP,1895-07,-0.18
733,733,733,733,gcag,1895-07,-0.3349
734,734,734,734,GISTEMP,1895-08,-0.18
735,735,735,735,gcag,1895-08,-0.3772
736,736,736,736,GISTEMP,1895-09,-0.13
737,737,737,737,gcag,1895-09,-0.3943
738,738,738,738,GISTEMP,1895-10,-0.12
739,739,739,739,gcag,1895-10,-0.3257
740,740,740,740,GISTEMP,1895-11,-0.18
741,741,741,741,gcag,1895-11,-0.3214
742,742,742,742,GISTEMP,1895-12,-0.15
743,743,743,743,gcag,1895-12,-0.3668
744,744,744,744,GISTEMP,1896-01,-0.23
745,745,745,745,gcag,1896-01,-0.3152
746,746,746,746,GISTEMP,1896-02,-0.13
747,747,747,747,gcag,1896-02,-0.3366
748,748,748,748,GISTEMP,1896-03,-0.27
749,749,749,749,gcag,1896-03,-0.5884
750,750,750,750,GISTEMP,1896-04,-0.31
751,751,751,751,gcag,1896-04,-0.546
752,752,752,752,GISTEMP,1896-05,-0.16
753,753,753,753,gcag,1896-05,-0.3561
754,754,754,754,GISTEMP,1896-06,-0.12
755,755,755,755,gcag,1896-06,-0.2301
756,756,756,756,GISTEMP,1896-07,-0.03
757,757,757,757,gcag,1896-07,-0.1824
758,758,758,758,GISTEMP,1896-08,-0.06
759,759,759,759,gcag,1896-08,-0.1716
760,760,760,760,GISTEMP,1896-09,-0.08
761,761,761,761,gcag,1896-09,-0.1553
762,762,762,762,GISTEMP,1896-10,0.05
763,763,763,763,gcag,1896-10,-0.1179
764,764,764,764,GISTEMP,1896-11,-0.05
765,765,765,765,gcag,1896-11,-0.3141
766,766,766,766,GISTEMP,1896-12,-0.05
767,767,767,767,gcag,1896-12,-0.0944
768,768,768,768,GISTEMP,1897-01,-0.16
769,769,769,769,gcag,1897-01,-0.3001
770,770,770,770,GISTEMP,1897-02,-0.18
771,771,771,771,gcag,1897-02,-0.3486
772,772,772,772,GISTEMP,1897-03,-0.14
773,773,773,773,gcag,1897-03,-0.4155
774,774,774,774,GISTEMP,1897-04,-0.03
775,775,775,775,gcag,1897-04,-0.1176
776,776,776,776,GISTEMP,1897-05,-0.02
777,777,777,777,gcag,1897-05,-0.1141
778,778,778,778,GISTEMP,1897-06,-0.12
779,779,779,779,gcag,1897-06,-0.1627
780,780,780,780,GISTEMP,1897-07,-0.03
781,781,781,781,gcag,1897-07,-0.187
782,782,782,782,GISTEMP,1897-08,-0.1
783,783,783,783,gcag,1897-08,-0.1854
784,784,784,784,GISTEMP,1897-09,-0.09
785,785,785,785,gcag,1897-09,-0.1863
786,786,786,786,GISTEMP,1897-10,-0.14
787,787,787,787,gcag,1897-10,-0.2123
788,788,788,788,GISTEMP,1897-11,-0.19
789,789,789,789,gcag,1897-11,-0.4227
790,790,790,790,GISTEMP,1897-12,-0.21
791,791,791,791,gcag,1897-12,-0.4652
792,792,792,792,GISTEMP,1898-01,-0.03
793,793,793,793,gcag,1898-01,-0.1992
794,794,794,794,GISTEMP,1898-02,-0.31
795,795,795,795,gcag,1898-02,-0.5561
796,796,796,796,GISTEMP,1898-03,-0.52
797,797,797,797,gcag,1898-03,-0.8427
798,798,798,798,GISTEMP,1898-04,-0.32
799,799,799,799,gcag,1898-04,-0.663
800,800,800,800,GISTEMP,1898-05,-0.31
801,801,801,801,gcag,1898-05,-0.5596
802,802,802,802,GISTEMP,1898-06,-0.2
803,803,803,803,gcag,1898-06,-0.3347
804,804,804,804,GISTEMP,1898-07,-0.23
805,805,805,805,gcag,1898-07,-0.3948
806,806,806,806,GISTEMP,1898-08,-0.27
807,807,807,807,gcag,1898-08,-0.3894
808,808,808,808,GISTEMP,1898-09,-0.22
809,809,809,809,gcag,1898-09,-0.3708
810,810,810,810,GISTEMP,1898-10,-0.35
811,811,811,811,gcag,1898-10,-0.501
812,812,812,812,GISTEMP,1898-11,-0.39
813,813,813,813,gcag,1898-11,-0.5286
814,814,814,814,GISTEMP,1898-12,-0.24
815,815,815,815,gcag,1898-12,-0.4895
816,816,816,816,GISTEMP,1899-01,-0.17
817,817,817,817,gcag,1899-01,-0.3598
818,818,818,818,GISTEMP,1899-02,-0.39
819,819,819,819,gcag,1899-02,-0.554
820,820,820,820,GISTEMP,1899-03,-0.37
821,821,821,821,gcag,1899-03,-0.589
822,822,822,822,GISTEMP,1899-04,-0.21
823,823,823,823,gcag,1899-04,-0.4393
824,824,824,824,GISTEMP,1899-05,-0.23
825,825,825,825,gcag,1899-05,-0.3589
826,826,826,826,GISTEMP,1899-06,-0.32
827,827,827,827,gcag,1899-06,-0.501
828,828,828,828,GISTEMP,1899-07,-0.16
829,829,829,829,gcag,1899-07,-0.3655
830,830,830,830,GISTEMP,1899-08,-0.09
831,831,831,831,gcag,1899-08,-0.2398
832,832,832,832,GISTEMP,1899-09,-0.06
833,833,833,833,gcag,1899-09,-0.1516
834,834,834,834,GISTEMP,1899-10,-0.04
835,835,835,835,gcag,1899-10,-0.1831
836,836,836,836,GISTEMP,1899-11,0.12
837,837,837,837,gcag,1899-11,-0.0569
838,838,838,838,GISTEMP,1899-12,-0.27
839,839,839,839,gcag,1899-12,-0.4662
840,840,840,840,GISTEMP,1900-01,-0.37
841,841,841,841,gcag,1900-01,-0.5065
842,842,842,842,GISTEMP,1900-02,-0.06
843,843,843,843,gcag,1900-02,-0.2029
844,844,844,844,GISTEMP,1900-03,0.0
845,845,845,845,gcag,1900-03,-0.1997
846,846,846,846,GISTEMP,1900-04,-0.09
847,847,847,847,gcag,1900-04,-0.2241
848,848,848,848,GISTEMP,1900-05,-0.09
849,849,849,849,gcag,1900-05,-0.3028
850,850,850,850,GISTEMP,1900-06,-0.1
851,851,851,851,gcag,1900-06,-0.2171
852,852,852,852,GISTEMP,1900-07,-0.13
853,853,853,853,gcag,1900-07,-0.1909
854,854,854,854,GISTEMP,1900-08,-0.09
855,855,855,855,gcag,1900-08,-0.2108
856,856,856,856,GISTEMP,1900-09,-0.06
857,857,857,857,gcag,1900-09,-0.1957
858,858,858,858,GISTEMP,1900-10,0.09
859,859,859,859,gcag,1900-10,-0.0647
860,860,860,860,GISTEMP,1900-11,-0.07
861,861,861,861,gcag,1900-11,-0.2625
862,862,862,862,GISTEMP,1900-12,-0.07
863,863,863,863,gcag,1900-12,-0.2362
864,864,864,864,GISTEMP,1901-01,-0.22
865,865,865,865,gcag,1901-01,-0.2806
866,866,866,866,GISTEMP,1901-02,-0.12
867,867,867,867,gcag,1901-02,-0.2682
868,868,868,868,GISTEMP,1901-03,0.05
869,869,869,869,gcag,1901-03,-0.2008
870,870,870,870,GISTEMP,1901-04,-0.03
871,871,871,871,gcag,1901-04,-0.1753
872,872,872,872,GISTEMP,1901-05,-0.15
873,873,873,873,gcag,1901-05,-0.2493
874,874,874,874,GISTEMP,1901-06,-0.12
875,875,875,875,gcag,1901-06,-0.2366
876,876,876,876,GISTEMP,1901-07,-0.15
877,877,877,877,gcag,1901-07,-0.3289
878,878,878,878,GISTEMP,1901-08,-0.21
879,879,879,879,gcag,1901-08,-0.205
880,880,880,880,GISTEMP,1901-09,-0.23
881,881,881,881,gcag,1901-09,-0.3551
882,882,882,882,GISTEMP,1901-10,-0.3
883,883,883,883,gcag,1901-10,-0.3407
884,884,884,884,GISTEMP,1901-11,-0.17
885,885,885,885,gcag,1901-11,-0.3958
886,886,886,886,GISTEMP,1901-12,-0.27
887,887,887,887,gcag,1901-12,-0.4845
888,888,888,888,GISTEMP,1902-01,-0.17
889,889,889,889,gcag,1902-01,-0.4395
890,890,890,890,GISTEMP,1902-02,-0.09
891,891,891,891,gcag,1902-02,-0.2322
892,892,892,892,GISTEMP,1902-03,-0.28
893,893,893,893,gcag,1902-03,-0.474
894,894,894,894,GISTEMP,1902-04,-0.28
895,895,895,895,gcag,1902-04,-0.4305
896,896,896,896,GISTEMP,1902-05,-0.33
897,897,897,897,gcag,1902-05,-0.4302
898,898,898,898,GISTEMP,1902-06,-0.32
899,899,899,899,gcag,1902-06,-0.4452
900,900,900,900,GISTEMP,1902-07,-0.28
901,901,901,901,gcag,1902-07,-0.3891
902,902,902,902,GISTEMP,1902-08,-0.3
903,903,903,903,gcag,1902-08,-0.4251
904,904,904,904,GISTEMP,1902-09,-0.29
905,905,905,905,gcag,1902-09,-0.3728
906,906,906,906,GISTEMP,1902-10,-0.3
907,907,907,907,gcag,1902-10,-0.5005
908,908,908,908,GISTEMP,1902-11,-0.37
909,909,909,909,gcag,1902-11,-0.5626
910,910,910,910,GISTEMP,1902-12,-0.42
911,911,911,911,gcag,1902-12,-0.5659
912,912,912,912,GISTEMP,1903-01,-0.25
913,913,913,913,gcag,1903-01,-0.4344
914,914,914,914,GISTEMP,1903-02,-0.07
915,915,915,915,gcag,1903-02,-0.2402
916,916,916,916,GISTEMP,1903-03,-0.24
917,917,917,917,gcag,1903-03,-0.3984
918,918,918,918,GISTEMP,1903-04,-0.42
919,919,919,919,gcag,1903-04,-0.588
920,920,920,920,GISTEMP,1903-05,-0.4
921,921,921,921,gcag,1903-05,-0.516
922,922,922,922,GISTEMP,1903-06,-0.43
923,923,923,923,gcag,1903-06,-0.5476
924,924,924,924,GISTEMP,1903-07,-0.35
925,925,925,925,gcag,1903-07,-0.5052
926,926,926,926,GISTEMP,1903-08,-0.46
927,927,927,927,gcag,1903-08,-0.6014
928,928,928,928,GISTEMP,1903-09,-0.5
929,929,929,929,gcag,1903-09,-0.5597
930,930,930,930,GISTEMP,1903-10,-0.47
931,931,931,931,gcag,1903-10,-0.6648
932,932,932,932,GISTEMP,1903-11,-0.42
933,933,933,933,gcag,1903-11,-0.6297
934,934,934,934,GISTEMP,1903-12,-0.51
935,935,935,935,gcag,1903-12,-0.714
936,936,936,936,GISTEMP,1904-01,-0.63
937,937,937,937,gcag,1904-01,-0.8066
938,938,938,938,GISTEMP,1904-02,-0.59
939,939,939,939,gcag,1904-02,-0.7699
940,940,940,940,GISTEMP,1904-03,-0.51
941,941,941,941,gcag,1904-03,-0.6964
942,942,942,942,GISTEMP,1904-04,-0.51
943,943,943,943,gcag,1904-04,-0.6468
944,944,944,944,GISTEMP,1904-05,-0.52
945,945,945,945,gcag,1904-05,-0.6093
946,946,946,946,GISTEMP,1904-06,-0.49
947,947,947,947,gcag,1904-06,-0.5641
948,948,948,948,GISTEMP,1904-07,-0.51
949,949,949,949,gcag,1904-07,-0.553
950,950,950,950,GISTEMP,1904-08,-0.49
951,951,951,951,gcag,1904-08,-0.4784
952,952,952,952,GISTEMP,1904-09,-0.56
953,953,953,953,gcag,1904-09,-0.5966
954,954,954,954,GISTEMP,1904-10,-0.4
955,955,955,955,gcag,1904-10,-0.553
956,956,956,956,GISTEMP,1904-11,-0.18
957,957,957,957,gcag,1904-11,-0.3966
958,958,958,958,GISTEMP,1904-12,-0.34
959,959,959,959,gcag,1904-12,-0.4996
960,960,960,960,GISTEMP,1905-01,-0.35
961,961,961,961,gcag,1905-01,-0.4634
962,962,962,962,GISTEMP,1905-02,-0.6
963,963,963,963,gcag,1905-02,-0.7201
964,964,964,964,GISTEMP,1905-03,-0.22
965,965,965,965,gcag,1905-03,-0.524
966,966,966,966,GISTEMP,1905-04,-0.34
967,967,967,967,gcag,1905-04,-0.5602
968,968,968,968,GISTEMP,1905-05,-0.3
969,969,969,969,gcag,1905-05,-0.4342
970,970,970,970,GISTEMP,1905-06,-0.29
971,971,971,971,gcag,1905-06,-0.3425
972,972,972,972,GISTEMP,1905-07,-0.27
973,973,973,973,gcag,1905-07,-0.373
974,974,974,974,GISTEMP,1905-08,-0.21
975,975,975,975,gcag,1905-08,-0.3044
976,976,976,976,GISTEMP,1905-09,-0.19
977,977,977,977,gcag,1905-09,-0.3451
978,978,978,978,GISTEMP,1905-10,-0.25
979,979,979,979,gcag,1905-10,-0.3351
980,980,980,980,GISTEMP,1905-11,-0.07
981,981,981,981,gcag,1905-11,-0.2172
982,982,982,982,GISTEMP,1905-12,-0.13
983,983,983,983,gcag,1905-12,-0.2743
984,984,984,984,GISTEMP,1906-01,-0.29
985,985,985,985,gcag,1906-01,-0.2966
986,986,986,986,GISTEMP,1906-02,-0.3
987,987,987,987,gcag,1906-02,-0.3885
988,988,988,988,GISTEMP,1906-03,-0.19
989,989,989,989,gcag,1906-03,-0.2895
990,990,990,990,GISTEMP,1906-04,-0.05
991,991,991,991,gcag,1906-04,-0.1039
992,992,992,992,GISTEMP,1906-05,-0.26
993,993,993,993,gcag,1906-05,-0.3765
994,994,994,994,GISTEMP,1906-06,-0.2
995,995,995,995,gcag,1906-06,-0.2325
996,996,996,996,GISTEMP,1906-07,-0.23
997,997,997,997,gcag,1906-07,-0.3429
998,998,998,998,GISTEMP,1906-08,-0.2
999,999,999,999,gcag,1906-08,-0.2716
1000,1000,1000,1000,GISTEMP,1906-09,-0.29
1001,1001,1001,1001,gcag,1906-09,-0.353
1002,1002,1002,1002,GISTEMP,1906-10,-0.21
1003,1003,1003,1003,gcag,1906-10,-0.3222
1004,1004,1004,1004,GISTEMP,1906-11,-0.38
1005,1005,1005,1005,gcag,1906-11,-0.5317
1006,1006,1006,1006,GISTEMP,1906-12,-0.15
1007,1007,1007,1007,gcag,1906-12,-0.3205
1008,1008,1008,1008,GISTEMP,1907-01,-0.44
1009,1009,1009,1009,gcag,1907-01,-0.5292
1010,1010,1010,1010,GISTEMP,1907-02,-0.52
1011,1011,1011,1011,gcag,1907-02,-0.6185
1012,1012,1012,1012,GISTEMP,1907-03,-0.28
1013,1013,1013,1013,gcag,1907-03,-0.4379
1014,1014,1014,1014,GISTEMP,1907-04,-0.38
1015,1015,1015,1015,gcag,1907-04,-0.4779
1016,1016,1016,1016,GISTEMP,1907-05,-0.47
1017,1017,1017,1017,gcag,1907-05,-0.645
1018,1018,1018,1018,GISTEMP,1907-06,-0.42
1019,1019,1019,1019,gcag,1907-06,-0.544
1020,1020,1020,1020,GISTEMP,1907-07,-0.35
1021,1021,1021,1021,gcag,1907-07,-0.425
1022,1022,1022,1022,GISTEMP,1907-08,-0.34
1023,1023,1023,1023,gcag,1907-08,-0.4909
1024,1024,1024,1024,GISTEMP,1907-09,-0.35
1025,1025,1025,1025,gcag,1907-09,-0.3986
1026,1026,1026,1026,GISTEMP,1907-10,-0.23
1027,1027,1027,1027,gcag,1907-10,-0.3359
1028,1028,1028,1028,GISTEMP,1907-11,-0.47
1029,1029,1029,1029,gcag,1907-11,-0.5563
1030,1030,1030,1030,GISTEMP,1907-12,-0.47
1031,1031,1031,1031,gcag,1907-12,-0.5898
1032,1032,1032,1032,GISTEMP,1908-01,-0.45
1033,1033,1033,1033,gcag,1908-01,-0.4664
1034,1034,1034,1034,GISTEMP,1908-02,-0.33
1035,1035,1035,1035,gcag,1908-02,-0.4138
1036,1036,1036,1036,GISTEMP,1908-03,-0.56
1037,1037,1037,1037,gcag,1908-03,-0.704
1038,1038,1038,1038,GISTEMP,1908-04,-0.45
1039,1039,1039,1039,gcag,1908-04,-0.5883
1040,1040,1040,1040,GISTEMP,1908-05,-0.37
1041,1041,1041,1041,gcag,1908-05,-0.453
1042,1042,1042,1042,GISTEMP,1908-06,-0.38
1043,1043,1043,1043,gcag,1908-06,-0.4127
1044,1044,1044,1044,GISTEMP,1908-07,-0.35
1045,1045,1045,1045,gcag,1908-07,-0.4009
1046,1046,1046,1046,GISTEMP,1908-08,-0.46
1047,1047,1047,1047,gcag,1908-08,-0.4812
1048,1048,1048,1048,GISTEMP,1908-09,-0.36
1049,1049,1049,1049,gcag,1908-09,-0.3876
1050,1050,1050,1050,GISTEMP,1908-10,-0.44
1051,1051,1051,1051,gcag,1908-10,-0.5746
1052,1052,1052,1052,GISTEMP,1908-11,-0.52
1053,1053,1053,1053,gcag,1908-11,-0.6452
1054,1054,1054,1054,GISTEMP,1908-12,-0.49
1055,1055,1055,1055,gcag,1908-12,-0.6381
1056,1056,1056,1056,GISTEMP,1909-01,-0.73
1057,1057,1057,1057,gcag,1909-01,-0.7628
1058,1058,1058,1058,GISTEMP,1909-02,-0.46
1059,1059,1059,1059,gcag,1909-02,-0.5354
1060,1060,1060,1060,GISTEMP,1909-03,-0.54
1061,1061,1061,1061,gcag,1909-03,-0.652
1062,1062,1062,1062,GISTEMP,1909-04,-0.59
1063,1063,1063,1063,gcag,1909-04,-0.6327
1064,1064,1064,1064,GISTEMP,1909-05,-0.54
1065,1065,1065,1065,gcag,1909-05,-0.5917
1066,1066,1066,1066,GISTEMP,1909-06,-0.52
1067,1067,1067,1067,gcag,1909-06,-0.5
1068,1068,1068,1068,GISTEMP,1909-07,-0.45
1069,1069,1069,1069,gcag,1909-07,-0.5237
1070,1070,1070,1070,GISTEMP,1909-08,-0.34
1071,1071,1071,1071,gcag,1909-08,-0.3368
1072,1072,1072,1072,GISTEMP,1909-09,-0.39
1073,1073,1073,1073,gcag,1909-09,-0.4159
1074,1074,1074,1074,GISTEMP,1909-10,-0.4
1075,1075,1075,1075,gcag,1909-10,-0.4944
1076,1076,1076,1076,GISTEMP,1909-11,-0.32
1077,1077,1077,1077,gcag,1909-11,-0.3865
1078,1078,1078,1078,GISTEMP,1909-12,-0.56
1079,1079,1079,1079,gcag,1909-12,-0.5962
1080,1080,1080,1080,GISTEMP,1910-01,-0.43
1081,1081,1081,1081,gcag,1910-01,-0.4327
1082,1082,1082,1082,GISTEMP,1910-02,-0.41
1083,1083,1083,1083,gcag,1910-02,-0.529
1084,1084,1084,1084,GISTEMP,1910-03,-0.51
1085,1085,1085,1085,gcag,1910-03,-0.6188
1086,1086,1086,1086,GISTEMP,1910-04,-0.43
1087,1087,1087,1087,gcag,1910-04,-0.5348
1088,1088,1088,1088,GISTEMP,1910-05,-0.34
1089,1089,1089,1089,gcag,1910-05,-0.5367
1090,1090,1090,1090,GISTEMP,1910-06,-0.39
1091,1091,1091,1091,gcag,1910-06,-0.5592
1092,1092,1092,1092,GISTEMP,1910-07,-0.34
1093,1093,1093,1093,gcag,1910-07,-0.4346
1094,1094,1094,1094,GISTEMP,1910-08,-0.37
1095,1095,1095,1095,gcag,1910-08,-0.3887
1096,1096,1096,1096,GISTEMP,1910-09,-0.39
1097,1097,1097,1097,gcag,1910-09,-0.4228
1098,1098,1098,1098,GISTEMP,1910-10,-0.42
1099,1099,1099,1099,gcag,1910-10,-0.4847
1100,1100,1100,1100,GISTEMP,1910-11,-0.58
1101,1101,1101,1101,gcag,1910-11,-0.6723
1102,1102,1102,1102,GISTEMP,1910-12,-0.68
1103,1103,1103,1103,gcag,1910-12,-0.7566
1104,1104,1104,1104,GISTEMP,1911-01,-0.63
1105,1105,1105,1105,gcag,1911-01,-0.6679
1106,1106,1106,1106,GISTEMP,1911-02,-0.58
1107,1107,1107,1107,gcag,1911-02,-0.7059
1108,1108,1108,1108,GISTEMP,1911-03,-0.62
1109,1109,1109,1109,gcag,1911-03,-0.7639
1110,1110,1110,1110,GISTEMP,1911-04,-0.55
1111,1111,1111,1111,gcag,1911-04,-0.6435
1112,1112,1112,1112,GISTEMP,1911-05,-0.52
1113,1113,1113,1113,gcag,1911-05,-0.6271
1114,1114,1114,1114,GISTEMP,1911-06,-0.51
1115,1115,1115,1115,gcag,1911-06,-0.5542
1116,1116,1116,1116,GISTEMP,1911-07,-0.43
1117,1117,1117,1117,gcag,1911-07,-0.4925
1118,1118,1118,1118,GISTEMP,1911-08,-0.44
1119,1119,1119,1119,gcag,1911-08,-0.5063
1120,1120,1120,1120,GISTEMP,1911-09,-0.41
1121,1121,1121,1121,gcag,1911-09,-0.4981
1122,1122,1122,1122,GISTEMP,1911-10,-0.27
1123,1123,1123,1123,gcag,1911-10,-0.345
1124,1124,1124,1124,GISTEMP,1911-11,-0.22
1125,1125,1125,1125,gcag,1911-11,-0.3492
1126,1126,1126,1126,GISTEMP,1911-12,-0.22
1127,1127,1127,1127,gcag,1911-12,-0.3154
1128,1128,1128,1128,GISTEMP,1912-01,-0.26
1129,1129,1129,1129,gcag,1912-01,-0.3293
1130,1130,1130,1130,GISTEMP,1912-02,-0.15
1131,1131,1131,1131,gcag,1912-02,-0.3148
1132,1132,1132,1132,GISTEMP,1912-03,-0.38
1133,1133,1133,1133,gcag,1912-03,-0.5542
1134,1134,1134,1134,GISTEMP,1912-04,-0.18
1135,1135,1135,1135,gcag,1912-04,-0.3377
1136,1136,1136,1136,GISTEMP,1912-05,-0.22
1137,1137,1137,1137,gcag,1912-05,-0.3351
1138,1138,1138,1138,GISTEMP,1912-06,-0.24
1139,1139,1139,1139,gcag,1912-06,-0.285
1140,1140,1140,1140,GISTEMP,1912-07,-0.43
1141,1141,1141,1141,gcag,1912-07,-0.5072
1142,1142,1142,1142,GISTEMP,1912-08,-0.55
1143,1143,1143,1143,gcag,1912-08,-0.5723
1144,1144,1144,1144,GISTEMP,1912-09,-0.58
1145,1145,1145,1145,gcag,1912-09,-0.6436
1146,1146,1146,1146,GISTEMP,1912-10,-0.58
1147,1147,1147,1147,gcag,1912-10,-0.679
1148,1148,1148,1148,GISTEMP,1912-11,-0.4
1149,1149,1149,1149,gcag,1912-11,-0.5578
